2010-01-01,285604.7041061156
2010-01-02,252651.5497122471
2010-01-03,211524.16702282257
2010-01-04,192742.10969812432
2010-01-05,179005.92847632742
2010-01-06,166384.74140109486
2010-01-07,143957.45994664554
2010-01-08,138126.049617906
2010-01-09,119125.98126874372
2010-01-10,118153.3628801981
2010-01-11,108106.68506052237
2010-01-12,99262.56439639183
2010-01-13,89249.96346019092
2010-01-14,90662.69838629014
2010-01-15,86050.31023664647
2010-01-16,85780.06192808505
2010-01-17,87963.14694149847
2010-01-18,121456.99944107841
2010-01-19,258247.34154005797
2010-01-20,412062.8931474258
2010-01-21,360290.8915607661
2010-01-22,309075.40170201426
2010-01-23,283481.20204098494
2010-01-24,269617.3819411784
2010-01-25,371368.80452579877
2010-01-26,1340818.8444886364
2010-01-27,1896932.2344781342
2010-01-28,1045277.3055431816
2010-01-29,629604.3216505722
2010-01-30,461033.6680459616
2010-01-31,340308.90891388897
2010-02-01,258049.70599970326
2010-02-02,224672.936482224
2010-02-03,206474.6530097721
2010-02-04,201708.4287413057
2010-02-05,182458.8380235796
2010-02-06,181140.6676550607
2010-02-07,168894.2720939373
2010-02-08,161635.48526404603
2010-02-09,157111.4808312557
2010-02-10,154074.24269664692
2010-02-11,147874.73806618468
2010-02-12,158778.23945229565
2010-02-13,148716.06673154616
2010-02-14,147245.41130481713
2010-02-15,144941.7543158413
2010-02-16,142222.99970443116
2010-02-17,134231.43569210242
2010-02-18,130670.08019379909
2010-02-19,134745.33315954602
2010-02-20,138873.57532741892
2010-02-21,145720.86613342434
2010-02-22,156505.14533137472
2010-02-23,171724.18408806997
2010-02-24,209080.28468150957
2010-02-25,262306.96984198736
2010-02-26,305512.0935325603
2010-02-27,301560.839738131
2010-02-28,263701.1816560919
2010-03-01,218769.34259284756
2010-03-02,224742.78819526258
2010-03-03,231035.627873725
2010-03-04,241682.97813148465
2010-03-05,246540.26844146132
2010-03-06,240124.82129197428
2010-03-07,234875.3344304101
2010-03-08,228428.05301237552
2010-03-09,228741.1416288065
2010-03-10,240412.26127837607
2010-03-11,261394.68503444054
2010-03-12,333873.5612150616
2010-03-13,897046.9373149849
2010-03-14,1877029.4780874732
2010-03-15,2160603.3636622634
2010-03-16,1438996.6106746222
2010-03-17,838502.9771779681
2010-03-18,627339.6114021337
2010-03-19,509525.8114623087
2010-03-20,400727.2431489002
2010-03-21,322064.9515651684
2010-03-22,290883.94148705463
2010-03-23,273370.1064544761
2010-03-24,263092.9320856679
2010-03-25,274650.7788757801
2010-03-26,250410.48649875555
